Key,japanese
stainlessSteelShapes:VariantHelper,(変形)
start,和訳準備中: start
start,和訳準備中: start
startingItem,サバイバルバックパック
startingItemDesc,和訳準備中: startingItemDesc
statCraftingTimeWorkbench,作業台の作業速度
statement_-1333722013,和訳準備中: statement_-1333722013
statement_-142346460,あぁ、少し知っているには知っているが...
statement_-1684104497,和訳準備中: statement_-1684104497
statement_1334552027,和訳準備中: statement_1334552027
statement_1491868662,あぁ、なにかできるかもしれないし、できないかもしれない...
statement_1491868663,もちろん、他の仕事もあるぜ
statEntityDamageRifle,ライフルダメージ
statFoodPoisoningRisk,食中毒
statQuestBonusItemReward,ボーナスクエスト報酬
statQuestRewardOptionCount,クエスト報酬の追加オプション
statReloadSpeed,リロードの速度
statReloadSpeedMultiplier,リロードの速度
statRottenFoodChance,食中毒
statScrapTimeWorkbench,解体速度 (作業台)
statSpreadMultiAim,エイムファイア散開
statSpreadMultiHip,ヒップファイア散開
statWellness,健康度
statWellnessMax,最大健康度
steakSandwichDesc,和訳準備中: steakSandwichDesc
steelBars,スチールブロック (バー)
steelBarsCentered,スチールブロック (バーセンタリング)
steelBarsDesc,和訳準備中: steelBarsDesc
steelCrossbowDesc,和訳準備中: steelCrossbowDesc
steelLogSpike6,鉄鋼ログスパイク6
steelWrenchDesc,和訳準備中: steelWrenchDesc
sterileBandageDesc,和訳準備中: sterileBandageDesc
stickDesc,和訳準備中: stickDesc
stickyAppleDesc,和訳準備中: stickyAppleDesc
stoneHammerDesc,和訳準備中: stoneHammerDesc
stoneSpearDesc,和訳準備中: stoneSpearDesc
summonsupplycrate,信号フレア
summonsupplycrate_offer,照明弾を撃って救援物資を近隣に投下させることができるが、ゾンビにこちらの存在を知らせてしまう危険が生じる
summonsupplycrate_subtitle,サプライクレート
tableLampLight_player,テーブルランプ
Tablet,軍用タブレット
tabletdesc,和訳準備中: tabletdesc
takeandreplace,和訳準備中: takeandreplace
tanningRackDesc,和訳準備中: tanningRackDesc
thrownCryogrenade,クライオグレネード
thrownCryogrenadeDesc,和訳準備中: thrownCryogrenadeDesc
titaniumArmorDesc,和訳準備中: titaniumArmorDesc
titaniumArrowDesc,チタン矢尻は、燃焼または爆発矢尻のいずれよりも多くのダメージを与えます。
titaniumArrowHeadDesc,和訳準備中: titaniumArrowHeadDesc
titaniumBarsDesc,和訳準備中: titaniumBarsDesc
titaniumBlocksGroupDesc,和訳準備中: titaniumBlocksGroupDesc
titaniumclawHammerDesc,和訳準備中: titaniumclawHammerDesc
titaniumCrossbowBoltDesc,チタンクロスボウボルトは、鉄と鋼のクロスボウボルトよりも多くの損傷を与えます。
titaniumFragmentDesc,和訳準備中: titaniumFragmentDesc
titaniumFramesGroupDesc,和訳準備中: titaniumFramesGroupDesc
titaniumHuntingKnifeDesc,和訳準備中: titaniumHuntingKnifeDesc
titaniumMacheteDesc,和訳準備中: titaniumMacheteDesc
titaniumShapes:VariantHelper,チタンブロック (変形)
titaniumSledgehammerDesc,和訳準備中: titaniumSledgehammerDesc
titaniumSpearDesc,和訳準備中: titaniumSpearDesc
TomatoDesc,和訳準備中: TomatoDesc
tomatoJuiceDesc,和訳準備中: tomatoJuiceDesc
Tool,ツール
toolAnvilDesc,炉に設置するツールです。設置された炉のクラフトスピードがアップします。
toolBellowsDesc,炉に設置するツールです。空気の流入量を増加させ、炉での精錬速度をアップします。
toolCalipersDesc,和訳準備中: toolCalipersDesc
toolCookingPotDesc,キャンプファイヤーで使用してレシピをアンロックするための調理器具です。\n\nボトル入り泥水の処理が劇的にスピードアップします。
torchSurvivalDesc,和訳準備中: torchSurvivalDesc
trackLight_player,トラックライト
trader_bob,トレーダー・ボブ
trader_hugh,トレーダー・ヒュー
trader_jen,トレーダー・ジェン
trader_joel,トレーダー・ジョエル
trader_rekt,トレーダー・レクト
TraderBobMasterMechanic,メカニックマスタリー (100000デューク)
TraderBobMasterScavenger,スカベンジャーマスタリー (100000デューク)
TraderHughMasterHunter,ハンターマスタリー (100000デューク)
TraderHughMasterLaborer,労働者マスタリー (100000デューク)
TraderJenMasterScientist,サイエンティスト (科学者)マスタリー (100000デューク)
TraderJoelMasterSecurity,セキュリティマスタリー (100000デューク)
TraderJoelMasterSurvivalist,サバイバリストマスタリー (100000デューク)
TraderMechanic_b,和訳準備中: TraderMechanic_b
TraderRektMasterFarmer,ファーマーマスタリー (100000デューク)
treeLargeRandomHelper,樹木 (変形)
treeMediumRandomHelper,樹木 (変形)
treeShortGrass,雑草
treeSmallRandomHelper,樹木 (変形)
treeSmallThinRandomHelper,樹木 (変形)
ttArcheryLevelUp,アーチェリー系スキルが上昇しました！
ttAthleticsLevelUp,アスレチックスキルが上昇しました！
ttAutomaticsLevelUp,自動火器系スキルが上昇しました！
ttBladedLevelUp,ブレード系スキルが上昇しました！
ttBluntLevelUp,格闘系スキルが上昇しました！
ttCombineLimitExceededScifi,和訳準備中: ttCombineLimitExceededScifi
ttCombineLimitExceededWorkbench,和訳準備中: ttCombineLimitExceededWorkbench
ttMToolsLevelUp,採掘ツール系スキルが上昇しました！
ttPistolLevelUp,ピストル系スキルが上昇しました！
ttRiflesLevelUp,ライフル系スキルが上昇しました！
ttScavengingLevelUp,スカベンジングスキルが上昇しました！
ttShotgunLevelUp,ショットガン系スキルが上昇しました！
tunaSandwichDesc,和訳準備中: tunaSandwichDesc
tutorialTipQuest01,フレンドへ、\n\n食糧も何もなく倒れ、裸同然で死を待つばかりだった君のいるこの荒れ地はひどく厳しい場所なのだろう。デュークに嫌われたらしい君にちょっとした手助けだ。生存に役立つちょっとしたガイドを残しておいたよ。それを終えることができたら、新たな市民として迎え入れることにしよう。ホワイトリバー居留地は安全な場所だ。\n\n安全を願っているよ。ノアより
tutorialTipQuest01_title,ダークネスホールズへようこそ！
tutorialTipQuest02,サバイバルの基本がアクティブなクエストです。クエストのステータスは、画面右上の目標トラッカーに表示されます。クエストの詳細は、所持品のクエストメニューで確認できます。
tutorialTipQuest02_title,一巻の終り
TwitchAction_SpawnMutatedFeral,変異ゾンビをスポーン
TwitchAction_SpawnMutatedFeralDesc,和訳準備中: TwitchAction_SpawnMutatedFeralDesc
TwitchAction_SpawnMutatedRad,変異放射能汚染ゾンビをスポーン
TwitchAction_SpawnMutatedRadDesc,和訳準備中: TwitchAction_SpawnMutatedRadDesc
TwitchAction_TeleportToBackpack,バックパックにテレポート
TwitchAction_TeleportToBackpackDesc,和訳準備中: TwitchAction_TeleportToBackpackDesc
TwitchAction_VoteRewardT1,投票報酬 (Tier1)
TwitchAction_VoteRewardT2,投票報酬 (Tier2)
TwitchAction_VoteRewardT3,投票報酬 (Tier3)
TwitchAction_VoteRewardT4,投票報酬 (Tier4)
TwitchVoteType_Silly,和訳準備中: TwitchVoteType_Silly
UndeadFactionSchematic,和訳準備中: UndeadFactionSchematic
UndeadFactionSchematicDesc,和訳準備中: UndeadFactionSchematicDesc
UndeadNegativeFactionSchematic,和訳準備中: UndeadNegativeFactionSchematic
UndeadNegativeFactionSchematicDesc,和訳準備中: UndeadNegativeFactionSchematicDesc
UndeadPositiveFactionSchematic,和訳準備中: UndeadPositiveFactionSchematic
UndeadPositiveFactionSchematicDesc,和訳準備中: UndeadPositiveFactionSchematicDesc
undergroundPlantDesc,和訳準備中: undergroundPlantDesc
V8EngineDesc,和訳準備中: V8EngineDesc
VaultDwellersFactionSchematic,和訳準備中: VaultDwellersFactionSchematic
VaultDwellersFactionSchematicDesc,和訳準備中: VaultDwellersFactionSchematicDesc
VaultNegativeFactionSchematic,和訳準備中: VaultNegativeFactionSchematic
VaultNegativeFactionSchematicDesc,和訳準備中: VaultNegativeFactionSchematicDesc
VaultPositiveFactionSchematic,和訳準備中: VaultPositiveFactionSchematic
VaultPositiveFactionSchematicDesc,和訳準備中: VaultPositiveFactionSchematicDesc
vegetableSoupDesc,和訳準備中: vegetableSoupDesc
veggieBolognaiseDesc,和訳準備中: veggieBolognaiseDesc
vehicleBoxTruckbody,ボックストラック・ボディ
vehicleBoxTruckbodyDesc,ボックストラック用のクラフト部品です。
vehicleBoxTruckbodySchematic,設計図「ボックストラック・ボディ」
vehicleBoxTruckchassis,ボックストラック・シャーシ
vehicleBoxTruckchassisDesc,ボックストラック用のクラフト部品です。
vehicleBoxTruckchassisSchematic,設計図「ボックストラック・シャーシ」
vehicleBoxTruckHostess,ホステス用ボックストラック
vehicleBoxTruckHostessplaceable,ホステス用ボックストラック
vehicleBoxTruckHostessplaceableDesc,Tallahassee's お気に入り！
vehicleBoxTruckPlain,ボックストラック
vehicleBoxTruckPlainplaceable,ボックストラック
vehicleBoxTruckPlainplaceableDesc,旧車ボックストラック
vehicleBRDM2,BRDM-2 (APC)
vehicleBRDM2accessories,BRDM-2 (APC) アクセサリ
vehicleBRDM2accessoriesDesc,BRDM-2 (APC)用のクラフト部品です。
vehicleBRDM2accessoriesSchematic,設計図「BRDM-2 (APC) アクセサリ」
vehicleBRDM2chassis,BRDM-2 (APC) シャーシ
vehicleBRDM2chassisDesc,BRDM-2 (APC)用のクラフト部品です。
vehicleBRDM2chassisSchematic,設計図「BRDM-2 (APC) シャーシ」
vehicleBRDM2desert,BRDM-2 (デザート迷彩)
vehicleBRDM2desertplaceable,BRDM-2 (デザート迷彩)
vehicleBRDM2desertplaceableDesc,旧ソ連の軍用装甲車
vehicleBRDM2placeable,BRDM-2
vehicleBRDM2placeableDesc,旧ソ連の軍用装甲車
vehicleBuggy,バギー
vehicleBuggyaccessories,バギー・アクセサリー
vehicleBuggyaccessoriesDesc,バギー・アクセサリー用のクラフト部品です。
vehicleBuggyaccessoriesSchematic,設計図「バギー・アクセサリー」
vehicleBuggychassis,バギー・シャーシ
vehicleBuggychassisDesc,バギー・シャーシ用のクラフト部品です。
vehicleBuggychassisSchematic,設計図「バギー・シャーシ」
vehicleBuggyplaceable,バギー
vehicleBuggyplaceableDesc,旧車バギー
vehicleChargeraccessories,チャージャー・アクセサリー
vehicleChargeraccessoriesDesc,チャージャー用のクラフト部品です。
vehicleChargeraccessoriesSchematic,設計図「チャージャー・アクセサリー」
vehicleChargerblack,チャージャー
vehicleChargerblack2,チャージャー
vehicleChargerblack2placeable,チャージャー
vehicleChargerblack2placeableDesc,クラシックカー
vehicleChargerblackplaceable,チャージャー
vehicleChargerblackplaceableDesc,クラシックカー
vehicleChargerchassis,チャージャー・シャーシ
vehicleChargerchassisDesc,チャージャー用のクラフト部品です。
vehicleChargerchassisSchematic,設計図「チャージャー・シャーシ」
vehicleChargergreen,チャージャー
vehicleChargergreen2,チャージャー
vehicleChargergreen2placeable,チャージャー
vehicleChargergreen2placeableDesc,クラシックカー
vehicleChargergreenplaceable,チャージャー
vehicleChargergreenplaceableDesc,クラシックカー
vehicleChargerorange,チャージャー
vehicleChargerorange2,チャージャー
vehicleChargerorange2placeable,チャージャー
vehicleChargerorange2placeableDesc,クラシックカー
vehicleChargerorangeplaceable,チャージャー
vehicleChargerorangeplaceableDesc,クラシックカー
vehicleChargerrust,チャージャー
vehicleChargerrust2,チャージャー
vehicleChargerrust2placeable,チャージャー
vehicleChargerrust2placeableDesc,クラシックカー
vehicleChargerrustplaceable,チャージャー
vehicleChargerrustplaceableDesc,クラシックカー
vehicleChargerteal,チャージャー
vehicleChargerteal2,チャージャー
vehicleChargerteal2placeable,チャージャー
vehicleChargerteal2placeableDesc,クラシックカー
vehicleChargertealplaceable,チャージャー
vehicleChargertealplaceableDesc,クラシックカー
vehicleChargeryellow,チャージャー
vehicleChargeryellow2,チャージャー
vehicleChargeryellow2placeable,チャージャー
vehicleChargeryellow2placeableDesc,クラシックカー
vehicleChargeryellowplaceable,チャージャー
vehicleChargeryellowplaceableDesc,クラシックカー
vehicleCruiser,クルーザー
vehicleCruiser2,クルーザー
vehicleCruiser2placeable,クルーザー
vehicleCruiser2placeableDesc,カスタムクルーザーはイカシテル！
vehicleCruiserbars,クルーザー・ハンドルバー
vehicleCruiserbarsDesc,クルーザー用のクラフト部品です。
vehicleCruiserbarsSchematic,設計図「クルーザー・ハンドルバー」
vehicleCruiserChassis,クルーザー・シャーシ
vehicleCruiserChassisDesc,クルーザー用のクラフト部品です。
vehicleCruiserChassisSchematic,設計図「クルーザー・シャーシ」
vehicleCruiserplaceable,クルーザー
vehicleCruiserplaceableDesc,カスタムクルーザーはイカシテル！
vehicleDirtBike,ダートバイク
vehicleDirtBikeChassis,ダートバイク・シャーシ
vehicleDirtBikeChassisDesc,これから何かを始めよう！
vehicleDirtBikeChassisSchematic,設計図「ダートバイク・シャーシ」
vehicleDirtBikeParts,ダートバイク・パーツ
vehicleDirtBikePartsDesc,ダートバイク用のクラフト部品です。
vehicleDirtBikePartsSchematic,設計図「ダートバイク・パーツ」
vehicleDirtBikeplaceable,ダートバイク
vehicleDirtBikeplaceableDesc,これから何かを始めよう！
vehicleDuster,ダスター
vehicleDusteraccessories,ダスター・アクセサリー
vehicleDusteraccessoriesDesc,ダスター用のクラフト部品です。
vehicleDusteraccessoriesSchematic,設計図「ダスター・アクセサリー」
vehicleDusterchassis,ダスター・シャーシ
vehicleDusterchassisDesc,ダスター用のクラフト部品です。
vehicleDusterchassisSchematic,設計図「ダスター・シャーシ」
vehicleDusterplaceable,ダスター
vehicleDusterplaceableDesc,飛べるっぽい！？
vehicleGNXaccessories,GNX・アクセサリー
vehicleGNXaccessoriesDesc,GNX用のクラフト部品です。
vehicleGNXaccessoriesSchematic,設計図「GNX・アクセサリー」
vehicleGNXBlack,GNX
vehicleGNXBlackplaceable,GNX
vehicleGNXBlackplaceableDesc,荒れ地のクルージングが俺のスタイル！
vehicleGNXchassis,GNX・シャーシ
vehicleGNXchassisDesc,GNX用のクラフト部品です。
vehicleGNXchassisSchematic,設計図「GNX・シャーシ」
vehicleGNXRed,GNX
vehicleGNXRedplaceable,GNX
vehicleGNXRedplaceableDesc,荒れ地のクルージングが俺のスタイル！
vehicleGolfCart,ゴルフカート
vehicleGolfCartaccessories,ゴルフカート・アクセサリー
vehicleGolfCartaccessoriesDesc,ゴルフカート用のクラフト部品です。
vehicleGolfCartaccessoriesSchematic,設計図「ゴルフカート・アクセサリー」
vehicleGolfCartchassis,ゴルフカート・シャーシ
vehicleGolfCartchassisDesc,ゴルフカート用のクラフト部品です。
vehicleGolfCartchassisSchematic,設計図「ゴルフカート・シャーシ」
vehicleGolfCartplaceable,ゴルフカート
vehicleGolfCartplaceableDesc,歩くよりはマシ！？
vehicleHotRod1,ホットロッド
vehicleHotRod1placeable,ホットロッド
vehicleHotRod1placeableDesc,カスタムホットロッド・・・
vehicleHotRod2,ホットロッド
vehicleHotRod2placeable,ホットロッド
vehicleHotRod2placeableDesc,カスタムホットロッド・・・
vehicleHotRod3,ホットロッド
vehicleHotRod3placeable,ホットロッド
vehicleHotRod3placeableDesc,カスタムホットロッド・・・
vehicleHotRod4,ホットロッド
vehicleHotRod4placeable,ホットロッド
vehicleHotRod4placeableDesc,カスタムホットロッド・・・
vehicleHotRod5,ホットロッド
vehicleHotRod5placeable,ホットロッド
vehicleHotRod5placeableDesc,カスタムホットロッド・・・
vehicleHotRod6,ホットロッド
vehicleHotRod6placeable,ホットロッド
vehicleHotRod6placeableDesc,カスタムホットロッド・・・
vehicleHotRodaccessories,ホットロッド・アクセサリー
vehicleHotRodaccessoriesDesc,ホットロッド用のクラフト部品です。
vehicleHotRodaccessoriesSchematic,設計図「ホットロッド・アクセサリー」
vehicleHotRodchassis,ホットロッド・シャーシ
vehicleHotRodchassisDesc,ホットロッド用のクラフト部品です。
vehicleHotRodchassisSchematic,設計図「ホットロッド・シャーシ」
vehicleHumvee,ハンビー
vehicleHumveebody,ハンビー・ボディ
vehicleHumveebodyDesc,ハンビー用のクラフト部品です。
vehicleHumveebodySchematic,設計図「ハンビー・ボディ」
vehicleHumveechassis,ハンビー・シャーシ
vehicleHumveechassisDesc,ハンビー用のクラフト部品です。
vehicleHumveechassisSchematic,設計図「ハンビー・シャーシ」
vehicleHumveeplaceable,ハンビー
vehicleHumveeplaceableDesc,米陸軍歩兵の愛車
vehicleHumveeTopless,ハンビー
vehicleHumveeToplessplaceable,ハンビー (オープン)
vehicleHumveeToplessplaceableDesc,米陸軍歩兵の愛車
vehicleJunker,ジャンカー
vehicleJunker2,ジャンカー
vehicleJunker2placeable,ジャンカー
vehicleJunker2placeableDesc,旧車カスタムバイク
vehicleJunkerbars,ジャンカー・ハンドルバー
vehicleJunkerbarsDesc,ジャンカー用のクラフト部品です。
vehicleJunkerbarsSchematic,設計図「ジャンカー・ハンドルバー」
vehicleJunkerChassis,ジャンカー・シャーシ
vehicleJunkerChassisDesc,これから何かを始めよう！
vehicleJunkerChassisSchematic,設計図「ジャンカー・シャーシ」
vehicleJunkerplaceable,ジャンカー
vehicleJunkerplaceableDesc,旧車カスタムバイク
vehicleLMTV,LMTV
vehicleLMTVbody,LMTV・ボディ
vehicleLMTVbodyDesc,LMTV用のクラフト部品です。
vehicleLMTVbodySchematic,設計図「LMTV・ボディ」
vehicleLMTVchassis,LMTV・シャーシ
vehicleLMTVchassisDesc,LMTV用のクラフト部品です。
vehicleLMTVchassisSchematic,設計図「LMTV・シャーシ」
vehicleLMTVplaceable,LMTV
vehicleLMTVplaceableDesc,6人乗り軍用トラック
vehicleMarauder,マローダー
vehicleMarauderaccessories,マローダー・アクセサリー
vehicleMarauderaccessoriesDesc,マローダー用のクラフト部品です。
vehicleMarauderaccessoriesSchematic,設計図「マローダー・アクセサリー」
vehicleMarauderblack,マローダー
vehicleMarauderblackplaceable,マローダー
vehicleMarauderblackplaceableDesc,この装甲にはゾンビも嫉妬しちゃう
vehicleMarauderchassis,マローダー・シャーシ
vehicleMarauderchassisDesc,マローダー用のクラフト部品です。
vehicleMarauderchassisSchematic,設計図「マローダー・シャーシ」
vehicleMarauderplaceable,マローダー
vehicleMarauderplaceableDesc,この装甲にはゾンビも嫉妬しちゃう
vehicleMD500,MD-500
vehicleMD500accessories,MD-500・アクセサリー
vehicleMD500accessoriesDesc,MD-500用のクラフト部品です。
vehicleMD500accessoriesSchematic,設計図「MD-500・アクセサリー」
vehicleMD500chassis,MD-500・シャーシ
vehicleMD500chassisDesc,MD-500用のクラフト部品です。
vehicleMD500chassisSchematic,設計図「MD-500・シャーシ」
vehicleMD500placeable,MD-500
vehicleMD500placeableDesc,彼らがあなたを襲えなければ、あなたも襲えません・・・
vehiclemoddedPlaceableGroupDesc,和訳準備中: vehiclemoddedPlaceableGroupDesc
vehicleMRAP,MRAP
vehicleMRAP2,MRAP
vehicleMRAP2placeable,MRAP
vehicleMRAP2placeableDesc,MRAPは軍用装甲車です。これ以上の何がいる？
vehicleMRAPaccessories,MRAP・アクセサリー
vehicleMRAPaccessoriesDesc,MRAP用のクラフト部品です。
vehicleMRAPaccessoriesSchematic,設計図「MRAP・アクセサリー」
vehicleMRAPparts,MRAP・パーツ
vehicleMRAPpartsDesc,MRAP用のクラフト部品です。
vehicleMRAPpartsSchematic,設計図「MRAP・パーツ」
vehicleMRAPplaceable,MRAP
vehicleMRAPplaceableDesc,MRAPは軍用装甲車です。これ以上の何がいる？
vehicleNova,ノヴァ
vehicleNovaaccessories,ノヴァ・アクセサリー
vehicleNovaaccessoriesDesc,ノヴァ用のクラフト部品です。
vehicleNovaaccessoriesSchematic,設計図「ノヴァ・アクセサリー」
vehicleNovablack,ノヴァ
vehicleNovablackplaceable,ノヴァ
vehicleNovablackplaceableDesc,クラシックカー
vehicleNovachassis,ノヴァ・シャーシ
vehicleNovachassisDesc,ノヴァ用のクラフト部品です。
vehicleNovachassisSchematic,設計図「ノヴァ・シャーシ」
vehicleNovaplaceable,ノヴァ
vehicleNovaplaceableDesc,クラシックカー
vehicleNovared,ノヴァ
vehicleNovaredplaceable,ノヴァ
vehicleNovaredplaceableDesc,クラシックカー
vehicleOldSemi,旧車セミトラック
vehicleOldSemibody,旧車セミトラック・ボディ
vehicleOldSemibodyDesc,旧車セミトラック用のクラフト部品です。
vehicleOldSemibodySchematic,設計図「旧車セミトラック・ボディ」
vehicleOldSemichassis,旧車セミトラック・シャーシ
vehicleOldSemichassisDesc,旧車セミトラック用のクラフト部品です。
vehicleOldSemichassisSchematic,設計図「旧車セミトラック・シャーシ」
vehicleOldSemiplaceable,旧車セミトラック
vehicleOldSemiplaceableDesc,アーリーン！
vehiclePickup,ピックアップ
vehiclePickupaccessories,ピックアップ・アクセサリー
vehiclePickupaccessoriesDesc,ピックアップ用のクラフト部品です。
vehiclePickupaccessoriesSchematic,設計図「ピックアップ・アクセサリー」
vehiclePickupchassis,ピックアップ・シャーシ
vehiclePickupchassisDesc,ピックアップ用のクラフト部品です。
vehiclePickupchassisSchematic,設計図「ピックアップ・シャーシ」
vehiclePickupplaceable,ピックアップ
vehiclePickupplaceableDesc,このスタイリッシュなトラックで奴らを嫉妬させよう！
vehicleRat,ラット
vehicleRat2,ラット
vehicleRat2placeable,ラット
vehicleRat2placeableDesc,カスタムラットバイク
vehicleRatbars,ラット・ハンドルバー
vehicleRatbarsDesc,ラット用のクラフト部品です。
vehicleRatbarsSchematic,設計図「ラット・ハンドルバー」
vehicleRatChassis,ラット・シャーシ
vehicleRatChassisDesc,これから何かを始めよう！
vehicleRatChassisSchematic,設計図「ラット・シャーシ」
vehicleRatplaceable,ラット
vehicleRatplaceableDesc,カスタムラットバイク
vehicleSHERP,SHERP
vehicleSHERPaccessories,SHERP・アクセサリー
vehicleSHERPaccessoriesDesc,SHERP用のクラフト部品です。
vehicleSHERPaccessoriesSchematic,設計図「SHERP・アクセサリー」
vehicleSHERPchassis,SHERP・シャーシ
vehicleSHERPchassisDesc,SHERP用のクラフト部品です。
vehicleSHERPchassisSchematic,設計図「SHERP・シャーシ」
vehicleSHERPplaceable,SHERP
vehicleSHERPplaceableDesc,カスタムオフロード車
vehicleStallionaccessories,スタリオン・アクセサリー
vehicleStallionaccessoriesDesc,スタリオン用のクラフト部品です。
vehicleStallionaccessoriesSchematic,設計図「スタリオン・アクセサリー」
vehicleStallionblue,スタリオン
vehicleStallionblueplaceable,スタリオン
vehicleStallionblueplaceableDesc,クラシックカー
vehicleStallionchassis,スタリオン・シャーシ
vehicleStallionchassisDesc,スタリオン用のクラフト部品です。
vehicleStallionchassisSchematic,設計図「スタリオン・シャーシ」
vehicleStalliongreen,スタリオン
vehicleStalliongreenplaceable,スタリオン
vehicleStalliongreenplaceableDesc,クラシックカー
vehicleStallionred,スタリオン
vehicleStallionredplaceable,スタリオン
vehicleStallionredplaceableDesc,クラシックカー
vehicleStallionwhite,スタリオン
vehicleStallionwhiteplaceable,スタリオン
vehicleStallionwhiteplaceableDesc,クラシックカー
vehicleUAZ452,UAZ-452
vehicleUAZ452chassis,UAZ-452・シャーシ
vehicleUAZ452chassisDesc,UAZ-452用のクラフト部品です。
vehicleUAZ452chassisSchematic,設計図「UAZ-452・シャーシ」
vehicleUAZ452placeable,UAZ-452
vehicleUAZ452placeableDesc,地獄の黙示録の世界観
vehicleUH60,UH-60
vehicleUH60accessories,UH-60・アクセサリー
vehicleUH60accessoriesDesc,UH-60用のクラフト部品です。
vehicleUH60accessoriesSchematic,設計図「UH-60・アクセサリー」
vehicleUH60chassis,UH-60・シャーシ
vehicleUH60chassisDesc,UH-60用のクラフト部品です。
vehicleUH60chassisSchematic,設計図「UH-60・シャーシ」
vehicleUH60placeable,UH-60
vehicleUH60placeableDesc,彼らがあなたを襲えなければ、あなたも襲えません・・・
vehicleWillyJeep,ウィリージープ
vehicleWillyJeepBlack,ウィリージープ
vehicleWillyJeepBlackplaceable,ウィリージープ
vehicleWillyJeepBlackplaceableDesc,WW2を生き抜いた貴方ならたやすく運転できるでしょう。
vehicleWillyJeepBlue,ウィリージープ
vehicleWillyJeepBlueplaceable,ウィリージープ
vehicleWillyJeepBlueplaceableDesc,WW2を生き抜いた貴方ならたやすく運転できるでしょう。
vehicleWillyJeepGreen,ウィリージープ
vehicleWillyJeepGreenplaceable,ウィリージープ
vehicleWillyJeepGreenplaceableDesc,WW2を生き抜いた貴方ならたやすく運転できるでしょう。
vehicleWillyJeepOrange,ウィリージープ
vehicleWillyJeepOrangeplaceable,ウィリージープ
vehicleWillyJeepOrangeplaceableDesc,WW2を生き抜いた貴方ならたやすく運転できるでしょう。
vehicleWillyJeepplaceable,ウィリージープ
vehicleWillyJeepplaceableDesc,WW2を生き抜いた貴方ならたやすく運転できるでしょう。
vehicleWillyJeepPurple,ウィリージープ
vehicleWillyJeepPurpleplaceable,ウィリージープ
vehicleWillyJeepPurpleplaceableDesc,WW2を生き抜いた貴方ならたやすく運転できるでしょう。
vehicleWillyJeepRed,ウィリージープ
vehicleWillyJeepRedplaceable,ウィリージープ
vehicleWillyJeepRedplaceableDesc,WW2を生き抜いた貴方ならたやすく運転できるでしょう。
vehicleWillyJeepTopless,ウィリージープ (オープン)
vehicleWillyJeepToplessBlack,ウィリージープ (オープン)
vehicleWillyJeepToplessBlackplaceable,ウィリージープ (オープン)
vehicleWillyJeepToplessBlackplaceableDesc,今まで以上に風で髪がなびく・・・
vehicleWillyJeepToplessBlue,ウィリージープ (オープン)
vehicleWillyJeepToplessBlueplaceable,ウィリージープ (オープン)
vehicleWillyJeepToplessBlueplaceableDesc,今まで以上に風で髪がなびく・・・
vehicleWillyJeepToplessGreen,ウィリージープ (オープン)
vehicleWillyJeepToplessGreenplaceable,ウィリージープ (オープン)
vehicleWillyJeepToplessGreenplaceableDesc,今まで以上に風で髪がなびく・・・
vehicleWillyJeepToplessOrange,ウィリージープ (オープン)
vehicleWillyJeepToplessOrangeplaceable,ウィリージープ (オープン)
vehicleWillyJeepToplessOrangeplaceableDesc,今まで以上に風で髪がなびく・・・
vehicleWillyJeepToplessplaceable,ウィリージープ (オープン)
vehicleWillyJeepToplessplaceableDesc,今まで以上に風で髪がなびく・・・
vehicleWillyJeepToplessPurple,ウィリージープ (オープン)
vehicleWillyJeepToplessPurpleplaceable,ウィリージープ (オープン)
vehicleWillyJeepToplessPurpleplaceableDesc,今まで以上に風で髪がなびく・・・
vehicleWillyJeepToplessRed,ウィリージープ (オープン)
vehicleWillyJeepToplessRedplaceable,ウィリージープ (オープン)
vehicleWillyJeepToplessRedplaceableDesc,今まで以上に風で髪がなびく・・・
vehicleworkstation,作業台 (メカニック)
vehicleWorkTruck,作業トラック
vehicleWorkTruckaccessories,作業トラック・アクセサリー
vehicleWorkTruckaccessoriesDesc,作業トラック用のクラフト部品です。
vehicleWorkTruckaccessoriesSchematic,設計図「作業トラック・アクセサリー」
vehicleWorkTruckchassis,作業トラック・シャーシ
vehicleWorkTruckchassisDesc,作業トラック用のクラフト部品です。
vehicleWorkTruckchassisSchematic,設計図「作業トラック・シャーシ」
vehicleWorkTruckplaceable,作業トラック
vehicleWorkTruckplaceableDesc,地獄の黙示録の世界観
wanderingTrader,さまようトレーダー
WatchDesc,手袋に組み込む改造パーツで時刻が表示されます。
weldingTorchDesc,溶接トーチです。研究デスクで使用します。
wellnessTip,あなたの最大ヘルスとスタミナは現在[FF0000]ウェルネスと呼ばれる目に見えない統計に基づいています。[ - ]ゲームの開始時に、あなたは100のウェルネスとさまざまな行動があり、このようにさまざまな行動が悪くなるでしょう。死にかけているのはあなたに10のウェルネスを失い、それに応じて最大ヘルスとスタミナを減らします。これは永続的です。あなたの健康は50未満に減少することはできません。しかし、あなたの健康を提起する行動がいくつかあります。ヘルスナッツとあなたの陸上競技のスキルと同様に、食べ物、飲み物、そしていくつかの薬はそれを増やします。ウェルネスを高めるアイテムは、UIで彼らがどれだけ上昇するかに注意します。同様に、飲食せずに長時間が経過すると感染して放射線の線量を取っています。最大ヘルスとスタミナは300ですが、その限界を壊す方法があるかもしれません...
wellnessTip_title,和訳準備中: wellnessTip_title
WheatDesc,ベーキングで便利です。
